mdaV1 10.025706 0 3 0.000000 0 0 0.000000
mdaV1 20.025710 0 4 0.000000 0 1 0.000000
mdaV1 30.025712 0 6 0.000000 1 1 11.110485
mdaV1 40.025715 1 8 1.822226 1 1 11.110485
mdaV1 50.210490 1 11 1.822226 1 1 11.110485
mdaV1 60.226835 3 14 7.609473 1 1 11.110485
mdaV1 70.226840 3 15 7.609473 1 1 11.110485
mdaV1 80.226846 3 17 7.609473 1 1 11.110485
mdaV1 90.374693 5 19 14.640564 1 1 11.110485
mdaV1 100.397650 6 21 22.466598 1 1 11.110485
mdaV1 110.397651 7 23 24.653991 1 1 11.110485
mdaV1 120.397652 8 23 25.361376 2 2 5.586940
mdaV1 130.458220 9 24 31.138804 2 2 5.586940
mdaV1 140.532707 9 26 31.138804 2 2 5.586940
mdaV1 150.532708 10 27 30.450289 2 2 5.586940
mdaV1 160.532712 11 29 36.148157 2 2 5.586940
mdaV1 170.551944 11 31 36.148157 2 2 5.586940
mdaV1 180.551948 11 32 36.148157 2 2 5.586940
mdaV1 190.618233 12 34 41.088537 2 2 5.586940
mdaV1 200.618234 12 35 41.088537 2 2 5.586940
mdaV1 210.675342 13 36 39.696397 2 2 5.586940
mdaV1 220.675343 15 38 39.117188 2 2 5.586940
mdaV1 230.675347 16 39 36.873565 2 2 5.586940
mdaV1 240.736736 17 40 40.271399 2 2 5.586940
mdaV1 250.772562 18 41 39.564892 2 2 5.586940
mdaV1 260.794835 19 42 41.189389 2 2 5.586940
mdaV1 270.963398 20 43 40.344212 3 3 3.844507
mdaV1 281.022464 20 45 40.344212 3 3 3.844507
mdaV1 291.286945 21 46 41.455085 3 3 3.844507
mdaV1 301.338137 21 48 41.455085 3 3 3.844507
mdaV1 311.363845 22 49 40.914706 3 3 3.844507
mdaV1 321.363847 22 51 40.914706 3 3 3.844507
mdaV1 331.385836 22 53 40.914706 3 3 3.844507
mdaV1 341.450382 22 54 40.914706 3 3 3.844507
mdaV1 351.459640 22 55 40.914706 3 3 3.844507
mdaV1 361.459640 24 56 40.652218 3 3 3.844507
mdaV1 371.493260 24 58 40.652218 3 3 3.844507
mdaV1 381.632715 25 59 42.473067 3 3 3.844507
mdaV1 391.632717 25 60 42.473067 3 3 3.844507
mdaV1 401.632721 27 61 41.025748 3 3 3.844507
mdaV1 411.632721 28 62 41.562573 4 4 3.089400
mdaV1 421.632721 28 64 41.562573 4 4 3.089400
mdaV1 431.666734 29 65 43.915241 4 4 3.089400
mdaV1 441.735493 30 66 43.288430 4 4 3.089400
mdaV1 451.735494 30 68 43.288430 4 4 3.089400
mdaV1 461.735494 31 70 42.656158 4 4 3.089400
mdaV1 471.735500 32 71 45.808550 4 4 3.089400
mdaV1 481.735500 33 73 48.144946 4 4 3.089400
mdaV1 491.735500 33 74 48.144946 4 4 3.089400
mdaV1 501.772187 34 75 49.600550 4 4 3.089400
mdaV1 511.787975 34 77 49.600550 4 4 3.089400
mdaV1 521.787982 34 79 49.600550 4 4 3.089400
mdaV1 531.798876 36 80 48.273889 4 4 3.089400
mdaV1 541.798877 36 81 48.273889 5 5 2.676138
mdaV1 551.798882 40 82 50.663899 5 5 2.676138
mdaV1 561.798883 41 83 52.810443 5 5 2.676138
mdaV1 571.814306 42 85 52.220276 5 5 2.676138
mdaV1 581.879237 42 86 52.220276 5 5 2.676138
mdaV1 591.879239 43 87 52.592305 5 5 2.676138
mdaV1 601.879240 43 89 52.592305 5 5 2.676138
mdaV1 611.969231 44 90 54.982917 5 5 2.676138
mdaV1 621.969241 44 91 54.982917 5 5 2.676138
mdaV1 631.969243 44 93 54.982917 5 5 2.676138
mdaV1 642.123447 44 94 54.982917 5 5 2.676138
mdaV1 652.145551 45 96 55.104238 5 5 2.676138
mdaV1 662.187076 45 97 55.104238 5 5 2.676138
mdaV1 672.187076 46 99 56.288618 5 5 2.676138
mdaV1 682.249110 47 100 57.562963 6 6 2.499244
mdaV1 692.249111 49 101 56.988716 6 6 2.499244
mdaV1 702.249114 51 102 57.084473 6 6 2.499244
mdaV1 712.253265 51 104 57.084473 6 6 2.499244
mdaV1 722.253270 51 106 57.084473 6 6 2.499244
mdaV1 732.282802 52 107 56.226482 6 6 2.499244
mdaV1 742.284841 54 109 58.416031 6 6 2.499244
mdaV1 752.319592 55 110 60.008408 6 6 2.499244
mdaV1 762.319596 55 111 60.008408 6 6 2.499244
mdaV1 772.319596 55 113 60.008408 6 6 2.499244
mdaV1 782.319600 56 114 59.052139 6 6 2.499244
mdaV1 792.402929 56 116 59.052139 6 6 2.499244
mdaV1 802.402934 58 118 57.791735 6 6 2.499244
mdaV1 812.442430 59 118 57.912848 6 7 2.499244
mdaV1 822.605573 59 119 57.912848 7 7 3.251877
mdaV1 832.606533 59 121 57.912848 7 7 3.251877
mdaV1 842.714772 59 122 57.912848 7 7 3.251877
mdaV1 852.858852 59 124 57.912848 7 7 3.251877
mdaV1 862.858853 60 125 57.529383 7 7 3.251877
mdaV1 872.858855 60 126 57.529383 7 7 3.251877
mdaV1 882.867671 60 128 57.529383 7 7 3.251877
mdaV1 893.072697 61 130 58.085231 7 7 3.251877
mdaV1 903.078462 63 130 56.989889 7 7 3.251877
mdaV1 913.081566 63 132 56.989889 7 7 3.251877
mdaV1 923.081570 63 133 56.989889 7 7 3.251877
mdaV1 933.081573 65 135 59.984902 7 7 3.251877
mdaV1 943.098974 66 136 60.801097 7 7 3.251877
mdaV1 953.098974 66 137 60.801097 7 8 3.251877
mdaV1 963.098977 66 137 60.801097 8 8 3.374515
mdaV1 973.098980 67 138 60.302339 8 8 3.374515
mdaV1 983.203842 67 139 60.302339 8 8 3.374515
mdaV1 993.203842 67 141 60.302339 8 8 3.374515
mdaV1 1003.203845 68 142 59.731784 8 8 3.374515
mdaV1 1013.203846 69 144 59.149222 8 8 3.374515
mdaV1 1023.203847 70 145 60.223983 8 8 3.374515
mdaV1 1033.332978 70 147 60.223983 8 8 3.374515
mdaV1 1043.332981 70 148 60.223983 8 8 3.374515
mdaV1 1053.332981 70 150 60.223983 8 8 3.374515
mdaV1 1063.386360 71 152 59.017169 8 8 3.374515
mdaV1 1073.386740 72 153 58.712040 8 8 3.374515
mdaV1 1083.386740 73 155 59.117929 8 8 3.374515
mdaV1 1093.393259 76 156 57.086356 8 8 3.374515
mdaV1 1103.439871 76 157 57.086356 8 9 3.374515
mdaV1 1113.439875 77 158 56.250854 9 9 4.567368
mdaV1 1123.439879 78 159 55.366745 9 9 4.567368
mdaV1 1133.439880 79 161 56.195372 9 9 4.567368
mdaV1 1143.482923 80 162 56.246669 9 9 4.567368
mdaV1 1153.482927 81 164 57.725694 9 9 4.567368
mdaV1 1163.510188 84 166 58.613346 9 9 4.567368
mdaV1 1173.510197 85 167 58.323522 9 9 4.567368
mdaV1 1183.522171 85 169 58.323522 9 9 4.567368
mdaV1 1193.522174 86 170 58.205492 9 9 4.567368
mdaV1 1203.522175 87 172 61.329600 9 9 4.567368
mdaV1 1213.522182 89 174 60.159470 9 9 4.567368
mdaV1 1223.522182 90 175 60.513114 9 9 4.567368
mdaV1 1233.583659 92 175 62.094422 9 10 4.567368
mdaV1 1243.588009 92 176 62.094422 10 10 4.180970
mdaV1 1253.588014 94 177 62.000242 10 10 4.180970
mdaV1 1263.603176 94 179 62.000242 10 10 4.180970
mdaV1 1273.640065 94 181 62.000242 10 10 4.180970
mdaV1 1283.640068 94 182 62.000242 10 10 4.180970
mdaV1 1293.795199 94 184 62.000242 10 10 4.180970
mdaV1 1303.795209 94 186 62.000242 10 10 4.180970
mdaV1 1313.859201 95 187 60.858635 10 10 4.180970
mdaV1 1323.859202 98 189 59.606608 10 10 4.180970
mdaV1 1333.859211 98 191 59.606608 10 10 4.180970
mdaV1 1343.859212 98 192 59.606608 10 10 4.180970
mdaV1 1353.884474 102 194 63.079546 10 10 4.180970
mdaV1 1363.995873 103 194 64.940693 11 11 3.857485
mdaV1 1373.995876 104 196 64.312037 11 11 3.857485
mdaV1 1384.038624 104 197 64.312037 11 11 3.857485
mdaV1 1394.038628 104 198 64.312037 11 11 3.857485
mdaV1 1404.038635 105 200 63.901160 11 11 3.857485
mdaV1 1414.046420 106 201 63.422538 11 11 3.857485
mdaV1 1424.046420 107 203 63.127563 11 11 3.857485
mdaV1 1434.062115 107 205 63.127563 11 11 3.857485
